data/nyu_datasets/00784.jpg,data/nyu_datasets/00784.png
data/nyu_datasets/00215.jpg,data/nyu_datasets/00215.png
data/nyu_datasets/00281.jpg,data/nyu_datasets/00281.png
data/nyu_datasets/00534.jpg,data/nyu_datasets/00534.png
data/nyu_datasets/01085.jpg,data/nyu_datasets/01085.png
data/nyu_datasets/00747.jpg,data/nyu_datasets/00747.png
data/nyu_datasets/00338.jpg,data/nyu_datasets/00338.png
data/nyu_datasets/00584.jpg,data/nyu_datasets/00584.png
data/nyu_datasets/00170.jpg,data/nyu_datasets/00170.png
data/nyu_datasets/00984.jpg,data/nyu_datasets/00984.png
data/nyu_datasets/01180.jpg,data/nyu_datasets/01180.png
data/nyu_datasets/00469.jpg,data/nyu_datasets/00469.png
data/nyu_datasets/00101.jpg,data/nyu_datasets/00101.png
data/nyu_datasets/00390.jpg,data/nyu_datasets/00390.png
data/nyu_datasets/01234.jpg,data/nyu_datasets/01234.png
data/nyu_datasets/00065.jpg,data/nyu_datasets/00065.png
data/nyu_datasets/01220.jpg,data/nyu_datasets/01220.png
data/nyu_datasets/00339.jpg,data/nyu_datasets/00339.png
data/nyu_datasets/00278.jpg,data/nyu_datasets/00278.png
data/nyu_datasets/01200.jpg,data/nyu_datasets/01200.png
data/nyu_datasets/00416.jpg,data/nyu_datasets/00416.png
data/nyu_datasets/00187.jpg,data/nyu_datasets/00187.png
data/nyu_datasets/00816.jpg,data/nyu_datasets/00816.png
data/nyu_datasets/00992.jpg,data/nyu_datasets/00992.png
data/nyu_datasets/00134.jpg,data/nyu_datasets/00134.png
data/nyu_datasets/00773.jpg,data/nyu_datasets/00773.png
data/nyu_datasets/01361.jpg,data/nyu_datasets/01361.png
data/nyu_datasets/00759.jpg,data/nyu_datasets/00759.png
data/nyu_datasets/01194.jpg,data/nyu_datasets/01194.png
data/nyu_datasets/00772.jpg,data/nyu_datasets/00772.png
data/nyu_datasets/00454.jpg,data/nyu_datasets/00454.png
data/nyu_datasets/00732.jpg,data/nyu_datasets/00732.png
data/nyu_datasets/00765.jpg,data/nyu_datasets/00765.png
data/nyu_datasets/00790.jpg,data/nyu_datasets/00790.png
data/nyu_datasets/00921.jpg,data/nyu_datasets/00921.png
data/nyu_datasets/00303.jpg,data/nyu_datasets/00303.png
data/nyu_datasets/00955.jpg,data/nyu_datasets/00955.png
data/nyu_datasets/00573.jpg,data/nyu_datasets/00573.png
data/nyu_datasets/00677.jpg,data/nyu_datasets/00677.png
data/nyu_datasets/00490.jpg,data/nyu_datasets/00490.png
